i,j,k,l,value
5,5,2,6,0.0
6,5,2,6,0.0
7,5,2,6,-6.698832259079482e7
8,5,2,6,0.0
9,5,2,6,5.2767092690735355e7
10,5,2,6,0.0
1,6,2,6,0.0
2,6,2,6,1.0108706130943114e8
3,6,2,6,0.0
4,6,2,6,0.0
5,6,2,6,0.0
6,6,2,6,0.0
7,6,2,6,-170155.7741290645
8,6,2,6,0.0
9,6,2,6,1.5200432022018483e7
10,6,2,6,0.0
1,7,2,6,202705.9429545533
2,7,2,6,0.0
3,7,2,6,0.0
4,7,2,6,0.0
5,7,2,6,-6.698832259079482e7
6,7,2,6,-170155.7741290645
7,7,2,6,0.0
8,7,2,6,0.0
9,7,2,6,0.0
10,7,2,6,0.0
1,8,2,6,0.0
2,8,2,6,0.0
3,8,2,6,0.0
4,8,2,6,6.71532974241848e7
5,8,2,6,0.0
6,8,2,6,0.0
7,8,2,6,0.0
8,8,2,6,0.0
9,8,2,6,0.0
10,8,2,6,0.0
1,9,2,6,9.923238345803337e7
2,9,2,6,0.0
3,9,2,6,0.0
4,9,2,6,0.0
5,9,2,6,5.2767092690735355e7
6,9,2,6,1.5200432022018483e7
7,9,2,6,0.0
8,9,2,6,0.0
9,9,2,6,0.0
10,9,2,6,0.0
1,10,2,6,0.0
2,10,2,6,0.0
3,10,2,6,0.0
4,10,2,6,-5.269966508529388e7
5,10,2,6,0.0
6,10,2,6,0.0
7,10,2,6,0.0
8,10,2,6,0.0
9,10,2,6,0.0
10,10,2,6,0.0
1,1,3,6,0.0
2,1,3,6,0.0
3,1,3,6,-1.9387567520556543e7
4,1,3,6,0.0
5,1,3,6,0.0
6,1,3,6,0.0
7,1,3,6,0.0
8,1,3,6,-72978.28546128006
9,1,3,6,0.0
10,1,3,6,9.9187138860708e7
1,2,3,6,0.0
2,2,3,6,0.0
3,2,3,6,0.0
4,2,3,6,5.0972386577747874e7
5,2,3,6,0.0
6,2,3,6,0.0
7,2,3,6,0.0
8,2,3,6,0.0
9,2,3,6,0.0
10,2,3,6,0.0
1,3,3,6,-1.9387567520556543e7
2,3,3,6,0.0
3,3,3,6,0.0
4,3,3,6,0.0
5,3,3,6,5.090935206058262e7
6,3,3,6,1.0123898063354832e8
7,3,3,6,0.0
8,3,3,6,0.0
9,3,3,6,0.0
10,3,3,6,0.0
1,4,3,6,0.0
2,4,3,6,5.0972386577747874e7
3,4,3,6,0.0
4,4,3,6,0.0
5,4,3,6,0.0
6,4,3,6,0.0
7,4,3,6,-6.726325733365278e7
8,4,3,6,0.0
9,4,3,6,-5.2699477759006925e7
10,4,3,6,0.0
1,5,3,6,0.0
2,5,3,6,0.0
3,5,3,6,5.090935206058262e7
4,5,3,6,0.0
5,5,3,6,0.0
6,5,3,6,0.0
7,5,3,6,0.0
8,5,3,6,-6.70978705226367e7
9,5,3,6,0.0
10,5,3,6,-5.281595277933939e7
1,6,3,6,0.0
2,6,3,6,0.0
3,6,3,6,1.0123898063354832e8
4,6,3,6,0.0
5,6,3,6,0.0
6,6,3,6,0.0
7,6,3,6,0.0
8,6,3,6,-32700.569366063464
9,6,3,6,0.0
10,6,3,6,1.5035417314001061e7
1,7,3,6,0.0
2,7,3,6,0.0
3,7,3,6,0.0
4,7,3,6,-6.726325733365278e7
5,7,3,6,0.0
6,7,3,6,0.0
7,7,3,6,0.0
8,7,3,6,0.0
9,7,3,6,0.0
10,7,3,6,0.0
1,8,3,6,-72978.28546128006
2,8,3,6,0.0
3,8,3,6,0.0
4,8,3,6,0.0
5,8,3,6,-6.70978705226367e7
6,8,3,6,-32700.569366063464
7,8,3,6,0.0
8,8,3,6,0.0
9,8,3,6,0.0
10,8,3,6,0.0
1,9,3,6,0.0
2,9,3,6,0.0
3,9,3,6,0.0
4,9,3,6,-5.2699477759006925e7
5,9,3,6,0.0
6,9,3,6,0.0
7,9,3,6,0.0
8,9,3,6,0.0
9,9,3,6,0.0
10,9,3,6,0.0
1,10,3,6,9.9187138860708e7
2,10,3,6,0.0
3,10,3,6,0.0
4,10,3,6,0.0
5,10,3,6,-5.281595277933939e7
6,10,3,6,1.5035417314001061e7
7,10,3,6,0.0
8,10,3,6,0.0
9,10,3,6,0.0
10,10,3,6,0.0
1,1,4,6,0.0
2,1,4,6,0.0
3,1,4,6,0.0
4,1,4,6,-6.024705365471508e7
5,1,4,6,0.0
6,1,4,6,0.0
7,1,4,6,0.0
8,1,4,6,0.0
9,1,4,6,0.0
10,1,4,6,0.0
1,2,4,6,0.0
2,2,4,6,0.0
3,2,4,6,5.0972386577747874e7
4,2,4,6,0.0
5,2,4,6,0.0
6,2,4,6,0.0
7,2,4,6,0.0
8,2,4,6,6.715329742418481e7
9,2,4,6,0.0
10,2,4,6,-5.269966508529389e7
1,3,4,6,0.0
2,3,4,6,5.0972386577747874e7
3,3,4,6,0.0
4,3,4,6,0.0
5,3,4,6,0.0
6,3,4,6,0.0
7,3,4,6,-6.726325733365278e7
8,3,4,6,0.0
9,3,4,6,-5.2699477759006925e7
10,3,4,6,0.0
1,4,4,6,-6.024705365471508e7
2,4,4,6,0.0
3,4,4,6,0.0
4,4,4,6,0.0
5,4,4,6,-8036.683679701587
6,4,4,6,9.532031596367282e7
7,4,4,6,0.0
8,4,4,6,0.0
9,4,4,6,0.0
10,4,4,6,0.0
1,5,4,6,0.0
2,5,4,6,0.0
3,5,4,6,0.0
4,5,4,6,-8036.683679701587
5,5,4,6,0.0
6,5,4,6,0.0
7,5,4,6,0.0
8,5,4,6,0.0
9,5,4,6,0.0
10,5,4,6,0.0
1,6,4,6,0.0
2,6,4,6,0.0
3,6,4,6,0.0
4,6,4,6,9.532031596367282e7
5,6,4,6,0.0
6,6,4,6,0.0
7,6,4,6,0.0
8,6,4,6,0.0
9,6,4,6,0.0
10,6,4,6,0.0
1,7,4,6,0.0
2,7,4,6,0.0
3,7,4,6,-6.726325733365278e7
4,7,4,6,0.0
5,7,4,6,0.0
6,7,4,6,0.0
7,7,4,6,0.0
8,7,4,6,32687.15335204031
9,7,4,6,0.0
10,7,4,6,5.390976883743114e7
1,8,4,6,0.0
2,8,4,6,6.715329742418481e7
3,8,4,6,0.0
4,8,4,6,0.0
5,8,4,6,0.0
6,8,4,6,0.0
7,8,4,6,32687.15335204031
8,8,4,6,0.0
9,8,4,6,-5.388327081540996e7
10,8,4,6,0.0
1,9,4,6,0.0
2,9,4,6,0.0
3,9,4,6,-5.2699477759006925e7
4,9,4,6,0.0
5,9,4,6,0.0
6,9,4,6,0.0
7,9,4,6,0.0
8,9,4,6,-5.388327081540996e7
9,9,4,6,0.0
10,9,4,6,1.2658473062652517e7
1,10,4,6,0.0
2,10,4,6,-5.269966508529389e7
3,10,4,6,0.0
4,10,4,6,0.0
5,10,4,6,0.0
6,10,4,6,0.0
7,10,4,6,5.390976883743114e7
8,10,4,6,0.0
9,10,4,6,1.2658473062652517e7
10,10,4,6,0.0
1,1,5,6,-56148.30570335948
2,1,5,6,0.0
3,1,5,6,0.0
4,1,5,6,0.0
5,1,5,6,-6.0144561873531036e7
6,1,5,6,-194535.71136880628
7,1,5,6,0.0
8,1,5,6,0.0
9,1,5,6,0.0
10,1,5,6,0.0
1,2,5,6,0.0
2,2,5,6,-5.080059621013218e7
3,2,5,6,0.0
4,2,5,6,0.0
5,2,5,6,0.0
6,2,5,6,0.0
7,2,5,6,-6.6988322590794824e7
8,2,5,6,0.0
9,2,5,6,5.2767092690735355e7
10,2,5,6,0.0
1,3,5,6,0.0
2,3,5,6,0.0
3,3,5,6,5.090935206058262e7
4,3,5,6,0.0
5,3,5,6,0.0
6,3,5,6,0.0
7,3,5,6,0.0
8,3,5,6,-6.70978705226367e7
9,3,5,6,0.0
10,3,5,6,-5.281595277933939e7
1,4,5,6,0.0
2,4,5,6,0.0
3,4,5,6,0.0
4,4,5,6,-8036.683679701639
5,4,5,6,0.0
6,4,5,6,0.0
7,4,5,6,0.0
8,4,5,6,0.0
9,4,5,6,0.0
10,4,5,6,0.0
1,5,5,6,-6.0144561873531036e7
2,5,5,6,0.0
3,5,5,6,0.0
4,5,5,6,0.0
5,5,5,6,-24587.265986412236
6,5,5,6,9.514066684579183e7
7,5,5,6,0.0
8,5,5,6,0.0
9,5,5,6,0.0
10,5,5,6,0.0
1,6,5,6,-194535.71136880628
2,6,5,6,0.0
3,6,5,6,0.0
4,6,5,6,0.0
5,6,5,6,9.514066684579183e7
6,6,5,6,0.0
7,6,5,6,0.0
8,6,5,6,0.0
9,6,5,6,0.0
10,6,5,6,0.0
1,7,5,6,0.0
2,7,5,6,-6.6988322590794824e7
3,7,5,6,0.0
4,7,5,6,0.0
5,7,5,6,0.0
6,7,5,6,0.0
7,7,5,6,337871.7487133243
8,7,5,6,0.0
9,7,5,6,5.370967389691061e7
10,7,5,6,0.0
1,8,5,6,0.0
2,8,5,6,0.0
3,8,5,6,-6.70978705226367e7
4,8,5,6,0.0
5,8,5,6,0.0
6,8,5,6,0.0
7,8,5,6,0.0
8,8,5,6,-231220.20997684487
9,8,5,6,0.0
10,8,5,6,5.373601291011961e7
1,9,5,6,0.0
2,9,5,6,5.2767092690735355e7
3,9,5,6,0.0
4,9,5,6,0.0
5,9,5,6,0.0
6,9,5,6,0.0
7,9,5,6,5.370967389691061e7
8,9,5,6,0.0
9,9,5,6,-1.2855626978052871e7
10,9,5,6,0.0
1,10,5,6,0.0
2,10,5,6,0.0
3,10,5,6,-5.281595277933939e7
4,10,5,6,0.0
5,10,5,6,0.0
6,10,5,6,0.0
7,10,5,6,0.0
8,10,5,6,5.373601291011961e7
9,10,5,6,0.0
10,10,5,6,1.2733021503808768e7
1,1,6,6,1.9325420595926973e8
2,1,6,6,0.0
3,1,6,6,0.0
4,1,6,6,0.0
5,1,6,6,-194535.71136880515
6,1,6,6,1.4035794737011445e8
7,1,6,6,0.0
8,1,6,6,0.0
9,1,6,6,0.0
10,1,6,6,0.0
1,2,6,6,0.0
2,2,6,6,1.0108706130943114e8
3,2,6,6,0.0
4,2,6,6,0.0
5,2,6,6,0.0
6,2,6,6,0.0
7,2,6,6,-170155.77412906225
8,2,6,6,0.0
9,2,6,6,1.5200432022018483e7
10,2,6,6,0.0
1,3,6,6,0.0
2,3,6,6,0.0
3,3,6,6,1.0123898063354832e8
4,3,6,6,0.0
5,3,6,6,0.0
6,3,6,6,0.0
7,3,6,6,0.0
8,3,6,6,-32700.569366058924
9,3,6,6,0.0
10,3,6,6,1.5035417314001067e7
1,4,6,6,0.0
2,4,6,6,0.0
3,4,6,6,0.0
4,4,6,6,9.532031596367282e7
5,4,6,6,0.0
6,4,6,6,0.0
7,4,6,6,0.0
8,4,6,6,0.0
9,4,6,6,0.0
10,4,6,6,0.0
1,5,6,6,-194535.71136880515
2,5,6,6,0.0
3,5,6,6,0.0
4,5,6,6,0.0
5,5,6,6,9.514066684579183e7
6,5,6,6,0.0
7,5,6,6,0.0
8,5,6,6,0.0
9,5,6,6,0.0
10,5,6,6,0.0
1,6,6,6,1.4035794737011445e8
2,6,6,6,0.0
3,6,6,6,0.0
4,6,6,6,0.0
5,6,6,6,0.0
6,6,6,6,2.943474476288392e8
7,6,6,6,0.0
8,6,6,6,0.0
9,6,6,6,0.0
10,6,6,6,0.0
1,7,6,6,0.0
2,7,6,6,-170155.77412906225
3,7,6,6,0.0
4,7,6,6,0.0
5,7,6,6,0.0
6,7,6,6,0.0
7,7,6,6,1.0067566008588791e8
8,7,6,6,0.0
9,7,6,6,208020.9312760834
10,7,6,6,0.0
1,8,6,6,0.0
2,8,6,6,0.0
3,8,6,6,-32700.569366058924
4,8,6,6,0.0
5,8,6,6,0.0
6,8,6,6,0.0
7,8,6,6,0.0
8,8,6,6,1.006746700670578e8
9,8,6,6,0.0
10,8,6,6,-52432.84278408651
1,9,6,6,0.0
2,9,6,6,1.5200432022018483e7
3,9,6,6,0.0
4,9,6,6,0.0
5,9,6,6,0.0
6,9,6,6,0.0
7,9,6,6,208020.9312760834
8,9,6,6,0.0
9,9,6,6,1.690129587789331e8
10,9,6,6,0.0
1,10,6,6,0.0
2,10,6,6,0.0
3,10,6,6,1.5035417314001067e7
4,10,6,6,0.0
5,10,6,6,0.0
6,10,6,6,0.0
7,10,6,6,0.0
8,10,6,6,-52432.84278408651
9,10,6,6,0.0
10,10,6,6,1.6902108749083307e8
1,1,7,6,0.0
2,1,7,6,202705.94295455774
3,1,7,6,0.0
4,1,7,6,0.0
5,1,7,6,0.0
6,1,7,6,0.0
7,1,7,6,-7.315289465269896e7
8,1,7,6,0.0
9,1,7,6,149904.22628601277
10,1,7,6,0.0
1,2,7,6,202705.94295455774
2,2,7,6,0.0
3,2,7,6,0.0
4,2,7,6,0.0
5,2,7,6,-6.698832259079482e7
6,2,7,6,-170155.7741290645
7,2,7,6,0.0
8,2,7,6,0.0
9,2,7,6,0.0
10,2,7,6,0.0
1,3,7,6,0.0
2,3,7,6,0.0
3,3,7,6,0.0
4,3,7,6,-6.726325733365278e7
5,3,7,6,0.0
6,3,7,6,0.0
7,3,7,6,0.0
8,3,7,6,0.0
9,3,7,6,0.0
10,3,7,6,0.0
1,4,7,6,0.0
2,4,7,6,0.0
3,4,7,6,-6.726325733365278e7
4,4,7,6,0.0
5,4,7,6,0.0
6,4,7,6,0.0
7,4,7,6,0.0
8,4,7,6,32687.15335203831
9,4,7,6,0.0
10,4,7,6,5.3909768837431125e7
1,5,7,6,0.0
2,5,7,6,-6.698832259079482e7
3,5,7,6,0.0
4,5,7,6,0.0
5,5,7,6,0.0
6,5,7,6,0.0
7,5,7,6,337871.7487133236
8,5,7,6,0.0
9,5,7,6,5.3709673896910585e7
10,5,7,6,0.0
1,6,7,6,0.0
2,6,7,6,-170155.7741290645
3,6,7,6,0.0
4,6,7,6,0.0
5,6,7,6,0.0
6,6,7,6,0.0
7,6,7,6,1.0067566008588794e8
8,6,7,6,0.0
9,6,7,6,208020.93127608093
10,6,7,6,0.0
1,7,7,6,-7.315289465269896e7
2,7,7,6,0.0
3,7,7,6,0.0
4,7,7,6,0.0
5,7,7,6,337871.7487133236
6,7,7,6,1.0067566008588794e8
7,7,7,6,0.0
8,7,7,6,0.0
9,7,7,6,0.0
10,7,7,6,0.0
1,8,7,6,0.0
2,8,7,6,0.0
3,8,7,6,0.0
4,8,7,6,32687.15335203831
5,8,7,6,0.0
6,8,7,6,0.0
7,8,7,6,0.0
8,8,7,6,0.0
9,8,7,6,0.0
10,8,7,6,0.0
1,9,7,6,149904.22628601277
2,9,7,6,0.0
3,9,7,6,0.0
4,9,7,6,0.0
5,9,7,6,5.3709673896910585e7
6,9,7,6,208020.93127608093
7,9,7,6,0.0
8,9,7,6,0.0
9,9,7,6,0.0
10,9,7,6,0.0
1,10,7,6,0.0
2,10,7,6,0.0
3,10,7,6,0.0
4,10,7,6,5.3909768837431125e7
5,10,7,6,0.0
6,10,7,6,0.0
7,10,7,6,0.0
8,10,7,6,0.0
9,10,7,6,0.0
10,10,7,6,0.0
1,1,8,6,0.0
2,1,8,6,0.0
3,1,8,6,-72978.28546128006
4,1,8,6,0.0
5,1,8,6,0.0
6,1,8,6,0.0
7,1,8,6,0.0
8,1,8,6,-7.315272525381482e7
9,1,8,6,0.0
10,1,8,6,-152500.09323865618
1,2,8,6,0.0
2,2,8,6,0.0
3,2,8,6,0.0
4,2,8,6,6.71532974241848e7
5,2,8,6,0.0
6,2,8,6,0.0
7,2,8,6,0.0
8,2,8,6,0.0
9,2,8,6,0.0
10,2,8,6,0.0
1,3,8,6,-72978.28546128006
2,3,8,6,0.0
3,3,8,6,0.0
4,3,8,6,0.0
5,3,8,6,-6.70978705226367e7
6,3,8,6,-32700.569366061176
7,3,8,6,0.0
8,3,8,6,0.0
9,3,8,6,0.0
10,3,8,6,0.0
1,4,8,6,0.0
2,4,8,6,6.71532974241848e7
3,4,8,6,0.0
4,4,8,6,0.0
5,4,8,6,0.0
6,4,8,6,0.0
7,4,8,6,32687.15335204059
8,4,8,6,0.0
9,4,8,6,-5.388327081540995e7
10,4,8,6,0.0
1,5,8,6,0.0
2,5,8,6,0.0
3,5,8,6,-6.70978705226367e7
4,5,8,6,0.0
5,5,8,6,0.0
6,5,8,6,0.0
7,5,8,6,0.0
8,5,8,6,-231220.20997684993
9,5,8,6,0.0
10,5,8,6,5.37360129101196e7
1,6,8,6,0.0
2,6,8,6,0.0
3,6,8,6,-32700.569366061176
4,6,8,6,0.0
5,6,8,6,0.0
6,6,8,6,0.0
7,6,8,6,0.0
8,6,8,6,1.006746700670578e8
9,6,8,6,0.0
10,6,8,6,-52432.84278408769
1,7,8,6,0.0
2,7,8,6,0.0
3,7,8,6,0.0
4,7,8,6,32687.15335204059
5,7,8,6,0.0
6,7,8,6,0.0
7,7,8,6,0.0
8,7,8,6,0.0
9,7,8,6,0.0
10,7,8,6,0.0
1,8,8,6,-7.315272525381482e7
2,8,8,6,0.0
3,8,8,6,0.0
4,8,8,6,0.0
5,8,8,6,-231220.20997684993
6,8,8,6,1.006746700670578e8
7,8,8,6,0.0
8,8,8,6,0.0
9,8,8,6,0.0
10,8,8,6,0.0
1,9,8,6,0.0
2,9,8,6,0.0
3,9,8,6,0.0
4,9,8,6,-5.388327081540995e7
5,9,8,6,0.0
6,9,8,6,0.0
7,9,8,6,0.0
8,9,8,6,0.0
9,9,8,6,0.0
10,9,8,6,0.0
1,10,8,6,-152500.09323865618
2,10,8,6,0.0
3,10,8,6,0.0
4,10,8,6,0.0
5,10,8,6,5.37360129101196e7
6,10,8,6,-52432.84278408769
7,10,8,6,0.0
8,10,8,6,0.0
9,10,8,6,0.0
10,10,8,6,0.0
1,1,9,6,0.0
2,1,9,6,9.923238345803337e7
3,1,9,6,0.0
4,1,9,6,0.0
5,1,9,6,0.0
6,1,9,6,0.0
7,1,9,6,149904.22628601277
8,1,9,6,0.0
9,1,9,6,9.065740109202062e7
10,1,9,6,0.0
1,2,9,6,9.923238345803337e7
2,2,9,6,0.0
3,2,9,6,0.0
4,2,9,6,0.0
5,2,9,6,5.2767092690735355e7
6,2,9,6,1.5200432022018485e7
7,2,9,6,0.0
8,2,9,6,0.0
9,2,9,6,0.0
10,2,9,6,0.0
1,3,9,6,0.0
2,3,9,6,0.0
3,3,9,6,0.0
4,3,9,6,-5.269947775900694e7
5,3,9,6,0.0
6,3,9,6,0.0
7,3,9,6,0.0
8,3,9,6,0.0
9,3,9,6,0.0
10,3,9,6,0.0
1,4,9,6,0.0
2,4,9,6,0.0
3,4,9,6,-5.269947775900694e7
4,4,9,6,0.0
5,4,9,6,0.0
6,4,9,6,0.0
7,4,9,6,0.0
8,4,9,6,-5.388327081540995e7
9,4,9,6,0.0
10,4,9,6,1.2658473062652519e7
1,5,9,6,0.0
2,5,9,6,5.2767092690735355e7
3,5,9,6,0.0
4,5,9,6,0.0
5,5,9,6,0.0
6,5,9,6,0.0
7,5,9,6,5.370967389691059e7
8,5,9,6,0.0
9,5,9,6,-1.2855626978052871e7
10,5,9,6,0.0
1,6,9,6,0.0
2,6,9,6,1.5200432022018485e7
3,6,9,6,0.0
4,6,9,6,0.0
5,6,9,6,0.0
6,6,9,6,0.0
7,6,9,6,208020.93127608325
8,6,9,6,0.0
9,6,9,6,1.690129587789331e8
10,6,9,6,0.0
1,7,9,6,149904.22628601277
2,7,9,6,0.0
3,7,9,6,0.0
4,7,9,6,0.0
5,7,9,6,5.370967389691059e7
6,7,9,6,208020.93127608325
7,7,9,6,0.0
8,7,9,6,0.0
9,7,9,6,0.0
10,7,9,6,0.0
1,8,9,6,0.0
2,8,9,6,0.0
3,8,9,6,0.0
4,8,9,6,-5.388327081540995e7
5,8,9,6,0.0
6,8,9,6,0.0
7,8,9,6,0.0
8,8,9,6,0.0
9,8,9,6,0.0
10,8,9,6,0.0
1,9,9,6,9.065740109202062e7
2,9,9,6,0.0
3,9,9,6,0.0
4,9,9,6,0.0
5,9,9,6,-1.2855626978052871e7
6,9,9,6,1.690129587789331e8
7,9,9,6,0.0
8,9,9,6,0.0
9,9,9,6,0.0
10,9,9,6,0.0
1,10,9,6,0.0
2,10,9,6,0.0
3,10,9,6,0.0
4,10,9,6,1.2658473062652519e7
5,10,9,6,0.0
6,10,9,6,0.0
7,10,9,6,0.0
8,10,9,6,0.0
9,10,9,6,0.0
10,10,9,6,0.0
1,1,10,6,0.0
2,1,10,6,0.0
3,1,10,6,9.918713886070803e7
4,1,10,6,0.0
5,1,10,6,0.0
6,1,10,6,0.0
7,1,10,6,0.0
8,1,10,6,-152500.09323865845
9,1,10,6,0.0
10,1,10,6,9.054169924516276e7
1,2,10,6,0.0
2,2,10,6,0.0
3,2,10,6,0.0
4,2,10,6,-5.269966508529389e7
5,2,10,6,0.0
6,2,10,6,0.0
7,2,10,6,0.0
8,2,10,6,0.0
9,2,10,6,0.0
10,2,10,6,0.0
1,3,10,6,9.918713886070803e7
2,3,10,6,0.0
3,3,10,6,0.0
4,3,10,6,0.0
5,3,10,6,-5.2815952779339395e7
6,3,10,6,1.5035417314001068e7
7,3,10,6,0.0
8,3,10,6,0.0
9,3,10,6,0.0
10,3,10,6,0.0
1,4,10,6,0.0
2,4,10,6,-5.269966508529389e7
3,4,10,6,0.0
4,4,10,6,0.0
5,4,10,6,0.0
6,4,10,6,0.0
7,4,10,6,5.390976883743114e7
8,4,10,6,0.0
9,4,10,6,1.2658473062652517e7
10,4,10,6,0.0
1,5,10,6,0.0
2,5,10,6,0.0
3,5,10,6,-5.2815952779339395e7
4,5,10,6,0.0
5,5,10,6,0.0
6,5,10,6,0.0
7,5,10,6,0.0
8,5,10,6,5.37360129101196e7
9,5,10,6,0.0
10,5,10,6,1.2733021503808768e7
1,6,10,6,0.0
2,6,10,6,0.0
3,6,10,6,1.5035417314001068e7
4,6,10,6,0.0
5,6,10,6,0.0
6,6,10,6,0.0
7,6,10,6,0.0
8,6,10,6,-52432.842784085406
9,6,10,6,0.0
10,6,10,6,1.6902108749083307e8
1,7,10,6,0.0
2,7,10,6,0.0
3,7,10,6,0.0
4,7,10,6,5.390976883743114e7
5,7,10,6,0.0
6,7,10,6,0.0
7,7,10,6,0.0
8,7,10,6,0.0
9,7,10,6,0.0
10,7,10,6,0.0
1,8,10,6,-152500.09323865845
2,8,10,6,0.0
3,8,10,6,0.0
4,8,10,6,0.0
5,8,10,6,5.37360129101196e7
6,8,10,6,-52432.842784085406
7,8,10,6,0.0
8,8,10,6,0.0
9,8,10,6,0.0
10,8,10,6,0.0
1,9,10,6,0.0
2,9,10,6,0.0
3,9,10,6,0.0
4,9,10,6,1.2658473062652517e7
5,9,10,6,0.0
6,9,10,6,0.0
7,9,10,6,0.0
8,9,10,6,0.0
9,9,10,6,0.0
10,9,10,6,0.0
1,10,10,6,9.054169924516276e7
2,10,10,6,0.0
3,10,10,6,0.0
4,10,10,6,0.0
5,10,10,6,1.2733021503808768e7
6,10,10,6,1.6902108749083307e8
7,10,10,6,0.0
8,10,10,6,0.0
9,10,10,6,0.0
10,10,10,6,0.0
1,1,1,7,0.0
2,1,1,7,113302.23782464211
3,1,1,7,0.0
4,1,1,7,0.0
5,1,1,7,0.0
6,1,1,7,0.0
7,1,1,7,9.122942948592094e7
8,1,1,7,0.0
9,1,1,7,74951.42401090638
10,1,1,7,0.0
1,2,1,7,113302.23782464211
2,2,1,7,0.0
3,2,1,7,0.0
4,2,1,7,0.0
5,2,1,7,8.413133436513953e7
6,2,1,7,202705.94295455384
7,2,1,7,0.0
8,2,1,7,0.0
9,2,1,7,0.0
10,2,1,7,0.0
1,3,1,7,0.0
2,3,1,7,0.0
3,3,1,7,0.0
4,3,1,7,8.402943714551704e7
5,3,1,7,0.0
6,3,1,7,0.0
7,3,1,7,0.0
8,3,1,7,0.0
9,3,1,7,0.0
10,3,1,7,0.0
1,4,1,7,0.0
2,4,1,7,0.0
3,4,1,7,8.402943714551704e7
4,4,1,7,0.0
5,4,1,7,0.0
6,4,1,7,0.0
7,4,1,7,0.0
8,4,1,7,-116515.9943815236
9,4,1,7,0.0
10,4,1,7,-1.3102921058946788e7
1,5,1,7,0.0
2,5,1,7,8.413133436513953e7
3,5,1,7,0.0
4,5,1,7,0.0
5,5,1,7,0.0
6,5,1,7,0.0
7,5,1,7,-42421.910907980324
8,5,1,7,0.0
9,5,1,7,-1.2863681784417499e7
10,5,1,7,0.0
1,6,1,7,0.0
2,6,1,7,202705.94295455384
3,6,1,7,0.0
4,6,1,7,0.0
5,6,1,7,0.0
6,6,1,7,0.0
7,6,1,7,-7.315289465269895e7
8,6,1,7,0.0
9,6,1,7,149904.2262860127
10,6,1,7,0.0
1,7,1,7,9.122942948592094e7
2,7,1,7,0.0
3,7,1,7,0.0
4,7,1,7,0.0
5,7,1,7,-42421.910907980324
6,7,1,7,-7.315289465269895e7
7,7,1,7,0.0
8,7,1,7,0.0
9,7,1,7,0.0
10,7,1,7,0.0
1,8,1,7,0.0
2,8,1,7,0.0
3,8,1,7,0.0
4,8,1,7,-116515.9943815236
5,8,1,7,0.0
6,8,1,7,0.0
7,8,1,7,0.0
8,8,1,7,0.0
9,8,1,7,0.0
10,8,1,7,0.0
1,9,1,7,74951.42401090638
2,9,1,7,0.0
3,9,1,7,0.0
4,9,1,7,0.0
5,9,1,7,-1.2863681784417499e7
6,9,1,7,149904.2262860127
7,9,1,7,0.0
8,9,1,7,0.0
9,9,1,7,0.0
10,9,1,7,0.0
1,10,1,7,0.0
2,10,1,7,0.0
3,10,1,7,0.0
4,10,1,7,-1.3102921058946788e7
5,10,1,7,0.0
6,10,1,7,0.0
7,10,1,7,0.0
8,10,1,7,0.0
9,10,1,7,0.0
10,10,1,7,0.0
1,1,2,7,113302.23782463971
2,1,2,7,0.0
3,1,2,7,0.0
4,1,2,7,0.0
5,1,2,7,8.413133436513956e7
6,1,2,7,202705.9429545533
7,1,2,7,0.0
8,1,2,7,0.0
9,1,2,7,0.0
10,1,2,7,0.0
1,2,2,7,0.0
2,2,2,7,7.138465583560376e7
3,2,2,7,0.0
4,2,2,7,0.0
5,2,2,7,0.0
6,2,2,7,0.0
7,2,2,7,1.3939543861644524e8
8,2,2,7,0.0
9,2,2,7,-1.0770502759656992e7
10,2,2,7,0.0
1,3,2,7,0.0
2,3,2,7,0.0
3,3,2,7,-7.13432108034099e7
4,3,2,7,0.0
5,3,2,7,0.0
6,3,2,7,0.0
7,3,2,7,0.0
8,3,2,7,95034.33566521472
9,3,2,7,0.0
10,3,2,7,1.0958879115455518e7
1,4,2,7,0.0
2,4,2,7,0.0
3,4,2,7,0.0
4,4,2,7,-7.560876732977891e7
5,4,2,7,0.0
6,4,2,7,0.0
7,4,2,7,0.0
8,4,2,7,0.0
9,4,2,7,0.0
10,4,2,7,0.0
1,5,2,7,8.413133436513956e7
2,5,2,7,0.0
3,5,2,7,0.0
4,5,2,7,0.0
5,5,2,7,7.570018121473473e7
6,5,2,7,-6.698832259079482e7
7,5,2,7,0.0
8,5,2,7,0.0
9,5,2,7,0.0
10,5,2,7,0.0
1,6,2,7,202705.9429545533
2,6,2,7,0.0
3,6,2,7,0.0
4,6,2,7,0.0
5,6,2,7,-6.698832259079482e7
6,6,2,7,-170155.77412906685
7,6,2,7,0.0
8,6,2,7,0.0
9,6,2,7,0.0
10,6,2,7,0.0
1,7,2,7,0.0
2,7,2,7,1.3939543861644524e8
3,7,2,7,0.0
4,7,2,7,0.0
5,7,2,7,0.0
6,7,2,7,0.0
7,7,2,7,-247879.2874935704
8,7,2,7,0.0
9,7,2,7,-5.3238642799776666e7
10,7,2,7,0.0
1,8,2,7,0.0
2,8,2,7,0.0
3,8,2,7,95034.33566521472
4,8,2,7,0.0
5,8,2,7,0.0
6,8,2,7,0.0
7,8,2,7,0.0
8,8,2,7,102641.84187318252
9,8,2,7,0.0
10,8,2,7,38356.94174764562
